Date,Speed,Accelerate,Angle
   7:07:00,2.5,1.17562447,21.3
   7:07:00,1.2,1.17562447,44.1
   7:07:00,1,1.17562447,240
   7:07:00,0.6,1.17562447,54
   7:07:00,1.5,1.17562447,79.6
   7:07:00,2,1.17562447,175.86
   7:07:00,1,1.15745,14.7
   7:07:00,1.5,1.21625,47.2
   7:07:00,3,1.2318,62.8
   7:08:00,1,1.17562447,55
   7:08:00,3,1.17562447,23.7
   7:08:00,1.2,1.17562447,22.5
   7:08:00,3.6,1.17562447,96.4
   7:08:00,1,1.17562447,239
   7:08:00,6,1.17562447,195.1
   7:08:00,1,1.17562447,46.2
   7:08:00,0.6,1.17562447,45.6
   7:08:00,1.5,1.17562447,294.1
   7:09:00,5,1.17562447,117.5
   7:09:00,1.5,1.17562447,175.2
   7:09:00,7.5,1.17562447,176.7
   7:09:00,1,1.17562447,136.1
   7:09:00,0.6,1.17562447,12.5
   7:09:00,1.2,1.17562447,13.1
   7:09:00,2.2,1.17562447,39.8
   7:09:00,2.5,1.17562447,43.39
   7:09:00,2,1.17562447,193.1
   7:09:00,3.5,1.17562447,41.5
   7:09:00,2,1.17562447,160.9
   7:09:00,1.2,1.17562447,292.9
   7:09:00,0.6,1.17562447,137.5
   7:09:00,0.6,1.17562447,138.1
   7:10:00,2,1.17562447,114.64
   7:10:00,1.5,1.17562447,354.5
   7:10:00,2,1.17562447,356
   7:10:00,3,1.17562447,133.1
   7:10:00,5,1.17562447,5.6
   7:10:00,0.6,1.17562447,76.5
   7:10:00,2.4,0.974127,77.1
   7:10:00,3.5,1.17562447,28.4
   7:10:00,3.5,1.28607,55.2
   7:10:00,2.1,1.29001,48.3
   7:10:00,3,1.2809,72.7
   7:10:00,1.2,1.30027,71.5
   7:10:00,2.7,1.2777,70.5
   7:10:00,0.6,1.17562447,69.9
   7:10:00,1.2,1.17562447,36.8
   7:10:00,1.2,1.17562447,35.6
   7:10:00,0.6,1.17562447,35
   7:10:00,3.5,1.17562447,38
   7:10:00,4.5,1.17562447,46.3
   7:11:00,2,1.17562447,149.4
   7:11:00,1,1.17562447,53.8
   7:11:00,1,1.17562447,52.8
   7:11:00,7,1.37212,164.3
   7:11:00,3.5,1.11946,5.1
   7:11:00,1,1.1654,80.9
   7:11:00,3,1.09181,73.4
   7:11:00,0.6,1.26967,76.4
   7:11:00,1.5,1.17562447,74.2
   7:11:00,2.5,1.13802,29.3
   7:11:00,0.6,1.17562447,28.7
   7:11:00,2.5,1.39338,2.6
   7:11:00,2.6,1.32971,59.2
   7:11:00,2.6,1.37262,112.2
   7:11:00,2.5,1.29409,50.6
   7:11:00,4,1.17562447,9.6
   7:11:00,1.5,1.17562447,15.21
   7:11:00,2,1.17562447,28.25
   7:11:00,3,1.17562447,157.9
   7:11:00,1.5,1.21602,141.3
   7:11:00,2.6,1.18069,87.3
   7:11:00,1.5,1.23319,89.9
   7:12:00,1,1.22989,86.1
   7:12:00,2,1.17438,87.1
   7:12:00,0.6,1.16282,73.05
   7:12:00,2,1.17562447,71.05
   7:12:00,3,1.17562447,19
   7:12:00,1.5,1.17562447,186
   7:12:00,6,1.17562447,3.1
   7:12:00,0.6,1.17562447,28.1
   7:12:00,2,1.17562447,50.6
   7:12:00,2,1.17562447,10.2
   7:12:00,2,1.17562447,18.6
   7:12:00,2.5,1.17562447,26.4
   7:12:00,0.6,1.17562447,25.8
   7:12:00,4,1.17562447,84.2
   7:12:00,1.6,1.17562447,5.9
   7:12:00,1.5,1.17562447,177.1
   7:12:00,2.5,1.17562447,14.4
   7:12:00,1,1.17562447,45.4
   7:13:00,5.5,1.17562447,40.7
   7:13:00,2,1.17562447,27.4
   7:13:00,0.5,1.17562447,185.5
   7:13:00,1.2,1.17562447,21.3
   7:13:00,0.6,1.17562447,9.6
   7:13:00,2.6,1.17562447,69.2
   7:13:00,1.5,1.17562447,67.7
   7:13:00,2,1.17562447,21.6
   7:13:00,2.1,1.17562447,0
   7:13:00,2.1,1.07544,89.3
   7:13:00,3.1,1.17562447,176.44
   7:13:00,2.5,1.17562447,139.1
   7:13:00,1.2,1.17562447,84.6
   7:13:00,2,1.17562447,220.85
   7:13:00,1,1.17562447,219.85
   7:13:00,3.1,1.17562447,35.5
   7:13:00,1.5,1.17562447,53.2
   7:13:00,4.1,1.17562447,173
   7:13:00,1.5,1.17562447,21.3
   7:13:00,0.6,1.17221,13.8
   7:13:00,1,1.1659,44.4
   7:13:00,0.6,1.12344,43.8
   7:14:00,1.2,1.14809,10.9
   7:14:00,0.6,1.10684,10.3
   7:14:00,0.6,1.21297,9.7
   7:14:00,1.2,1.17562447,61.2
   7:14:00,2.2,1.17562447,62.4
   7:14:00,1,1.17562447,13.42
   7:14:00,2,1.17562447,14.42
   7:14:00,1,1.17562447,22.6
   7:14:00,1.2,1.17562447,23.6
   7:14:00,0.6,1.28601,20.7
   7:14:00,3.5,1.17562447,90.7
   7:14:00,0.6,1.17562447,18
   7:14:00,0.6,1.17562447,89.6
   7:14:00,0.5,1.17562447,80.1
   7:14:00,2.2,1.17562447,80.6
   7:14:00,1.5,1.17562447,34
   7:14:00,0.6,1.17562447,52.6
   7:14:00,2.9,1.16093,61.3
   7:14:00,4,1.19086,58.8
   7:14:00,1.6,1.21438,125.9
   7:14:00,1,1.20177,127.5
   7:15:00,4,1.1849,34.8
   7:15:00,1,1.16252,68.35
   7:15:00,2.5,1.31841,3.51
   7:15:00,4,1.28636,58.76
   7:15:00,6,1.31368,63.2
   7:15:00,2,1.26478,16.5
   7:15:00,0.6,1.19711,15.9
   7:15:00,0.6,1.17562447,180
   7:15:00,1.8,1.17562447,180.6
   7:15:00,1.8,1.17562447,50.5
   7:15:00,1,1.17562447,49.5
   7:15:00,3.5,1.17562447,198.3
   7:15:00,2,1.17562447,170.3
   7:15:00,0.6,1.17562447,169.7
   7:15:00,9,1.17562447,5
   7:15:00,6,1.17562447,83.6
   7:15:00,2,1.17562447,15.5
   7:15:00,0.6,1.17562447,14.9
   7:15:00,1,1.17562447,31.02
   7:15:00,3,1.17562447,32.02
   7:15:00,2,1.17562447,65.4
   7:15:00,0.6,1.17562447,64.8
   7:15:00,2,1.10862,70.4
   7:16:00,1,1.0738,63.7
   7:16:00,5.2,1.08634,29.6
   7:16:00,3,0.991326,65.35
   7:16:00,4.5,1.01456,68.7
   7:16:00,1.6,0.97537,93.1
   7:16:00,4.1,1.17562447,73.9
   7:16:00,1.5,1.17562447,72.4
   7:16:00,1.2,1.17562447,197.1
   7:16:00,2,1.17562447,81.6
   7:16:00,0.6,1.30099,30.42
   7:16:00,2,1.27379,61.7
   7:16:00,2.6,1.34469,155.3
   7:16:00,2.5,1.1227,68.8
   7:16:00,1.5,1.17562447,71.3
   7:16:00,2.5,1.1697,48.1
   7:16:00,1.2,0.981831,50.6
   7:16:00,1,1.04801,2
   7:16:00,0.5,1.11259,69.9
   7:16:00,1.5,1.17562447,12.9
   7:17:00,0.6,1.17562447,35.89
   7:17:00,2.4,1.17562447,36.49
   7:17:00,1.5,1.13757,62.2
   7:17:00,3.5,1.05941,24.5
   7:17:00,2,1.01265,116.39
   7:17:00,2.5,1.0901,146.05
   7:17:00,1,1.06994,54.54
   7:17:00,2.5,1.17562447,40.51
   7:17:00,2.5,1.25038,2.81
   7:17:00,1.8,1.18982,231.22
   7:17:00,0.6,1.17562447,230.62
   7:17:00,1,1.24586,51.7
   7:17:00,1,1.10584,50.7
   7:17:00,0.6,1.13114,154.5
   7:17:00,1,1.17562447,55.3
   7:17:00,2.5,0.959338,56.3
   7:17:00,0.6,0.949828,39.4
   7:17:00,2.5,0.932735,74.4
   7:17:00,0.6,0.951486,73.8
   7:17:00,1.5,1.23546,71.2
   7:17:00,1,1.21889,66.6
   7:17:00,1,1.21227,65.6
   7:17:00,2.1,1.19071,97.9
   7:17:00,0.6,1.20007,97.3
   7:17:00,2,1.19611,111.5
   7:17:00,2,1.02969,123.3
   7:17:00,0.6,1.17562447,1.4
   7:17:00,1,1.03425,45
   7:17:00,2,0.984029,46
   7:17:00,1,1.17562447,85.31
   7:17:00,1.2,1.17562447,86.31
   7:17:00,0.6,1.17562447,133.2
   7:17:00,2,1.17562447,133.8
   7:17:00,1,1.17562447,11.9
   7:18:00,2.5,1.17562447,39.9
   7:18:00,0.6,1.17562447,39.3
   7:18:00,2,1.17562447,46.5
   7:18:00,1,1.17562447,48.5
   7:18:00,2.6,1.17562447,59.6
   7:18:00,1.5,1.17562447,185.2
   7:18:00,1.1,1.07746,186.7
   7:18:00,1.5,1.17562447,24.5
   7:18:00,1.2,1.17562447,53.34
   7:18:00,2.5,1.17562447,38.8
   7:18:00,2.6,1.17562447,260.7
   7:18:00,1.2,1.17562447,128.7
   7:18:00,3,1.17562447,196.6
   7:18:00,5.5,1.21802,14.6
   7:18:00,3,1.24812,36.4
   7:18:00,2.2,1.17562447,69.5
   7:18:00,1.6,1.17562447,100.9
   7:18:00,0.6,1.17562447,100.3
   7:18:00,2,1.17562447,110.95
   7:18:00,2.1,1.17562447,108.85
   7:18:00,1,1.17562447,70.2
   7:18:00,1,1.17562447,69.2
   7:18:00,2.1,1.17562447,63.5
   7:18:00,1,1.17562447,98.1
   7:18:00,0.6,1.17562447,97.5
   7:18:00,1.2,1.17562447,99.1
   7:18:00,1,1.17562447,3.5
   7:18:00,0.6,1.17562447,2.9
   7:18:00,1,1.23565,106.2
   7:18:00,1,1.17562447,105.2
   7:18:00,1,1.17562447,76.9
   7:18:00,0.6,1.17562447,76.3
   7:18:00,1,1.17562447,124.9
   7:19:00,1.2,1.17562447,29.21
   7:19:00,2,1.15933,22.5
   7:19:00,1,1.17324,259.7
   7:19:00,1.6,1.14146,124.86
   7:19:00,1.5,1.19689,195.1
   7:19:00,2,1.15586,249.9
   7:19:00,2.5,1.28428,30.4
   7:19:00,1.5,1.17562447,68.5
   7:19:00,3.5,1.17562447,212.8
   7:19:00,2,1.17562447,60.8
   7:19:00,1.5,1.17562447,22
   7:19:00,1.5,1.17562447,20.5
   7:19:00,0.8,1.17562447,68.7
   7:19:00,2,1.17562447,79.4
   7:19:00,1.2,1.17562447,141.1
   7:19:00,0.6,1.17562447,78.3
   7:19:00,0.6,1.35492,17.4
   7:19:00,1.5,1.17562447,163.11
   7:19:00,2,1.17562447,51.3
   7:19:00,1.2,1.17562447,60.2
   7:19:00,1,1.17562447,147.07
   7:19:00,2,1.17562447,145.07
   7:19:00,2.5,1.17562447,24.4
   7:19:00,1,1.006,33.6
   7:19:00,5,0.949877,49.1
   7:19:00,0.6,0.86338,63
   7:19:00,2.2,0.775165,63.6
   7:19:00,2.5,1.17562447,100.5
   7:19:00,2,1.17562447,21.26
   7:19:00,1.5,1.17562447,103.7
   7:19:00,1,1.17562447,45
   7:19:00,2,1.17562447,46
   7:19:00,2,1.17562447,92
   7:19:00,1,1.17562447,14.1
   7:19:00,0.6,1.17562447,15.7
   7:19:00,0.6,1.17562447,15.1
   7:20:00,1,1.17562447,166.6
   7:20:00,1,1.17562447,165.6
   7:20:00,1,1.35444,199.5
   7:20:00,2.5,1.17562447,95.2
   7:20:00,2.5,1.17562447,53.8
   7:20:00,2,1.17562447,52.2
   7:20:00,1,1.17562447,295
   7:20:00,3.5,1.17562447,25.1
   7:20:00,0.6,1.14045,62.8
   7:20:00,2,1.11405,63.4
   7:20:00,4,1.15425,45.3
   7:20:00,2.6,1.17562447,51.6
   7:20:00,0.6,1.17562447,69.2
   7:20:00,2,1.17562447,69.8
   7:20:00,2.6,1.17562447,65.9
   7:20:00,2,1.17562447,0.3
   7:20:00,5,1.17562447,45.2
   7:20:00,3.5,1.17562447,61.7
   7:20:00,1,1.17562447,37.6
   7:20:00,2,1.17562447,18.5
   7:20:00,2,1.17562447,16.5
   7:20:00,2,1.17562447,113.7
   7:20:00,3,1.17562447,11.8
   7:20:00,2,1.2841,65.21
   7:20:00,1,1.56378,140.1
   7:20:00,1.6,1.48581,51
   7:20:00,0.6,1.25002,50.4
   7:20:00,1.2,1.33761,77.1
   7:20:00,2,1.47794,15.4
   7:20:00,1,1.35813,23.5
   7:20:00,2,1.27013,33.7
   7:20:00,4,1.24172,69.24
   7:20:00,3.5,1.30773,39.5
   7:20:00,1.6,1.22332,3.87
   7:20:00,1,1.1862,74.9
   7:20:00,1.2,1.21695,75.9
   7:20:00,1.6,1.17562447,101.52
   7:20:00,0.6,1.54055,100.92
   7:20:00,1.6,1.17562447,84.3
   7:20:00,1,1.17562447,59.2
   7:20:00,1,1.17562447,47.9
   7:20:00,1.2,1.17562447,48.9
   7:20:00,1.8,1.17562447,48.5
   7:20:00,1,1.17562447,144.07
   7:20:00,1,0.900362,38
   7:20:00,1.2,0.91457,39
   7:20:00,0.6,0.810362,23.8
   7:20:00,1.2,1.36122,32.4
   7:20:00,0.6,1.33334,44.4
   7:20:00,5,1.19915,42.4
   7:20:00,1.2,1.25173,60.9
   7:20:00,1,1.20974,81
   7:20:00,1,1.19295,80
   7:20:00,2,1.17562447,12.1
   7:21:00,0.6,1.19392,76.2
   7:21:00,3,1.17562447,76.8
   7:21:00,0.6,1.17562447,65.6
   7:21:00,1,0.934229,198.5
   7:21:00,2.5,1.17562447,34.37
   7:21:00,4,1.03931,6.8
   7:21:00,2,0.874517,117.3
   7:21:00,3.2,1.0905,76.77
   7:21:00,0.6,1.05426,116.7
   7:21:00,2.5,1.08095,54.2
   7:21:00,2,1.0328,56.7
   7:21:00,1.5,1.04409,78.1
   7:21:00,1.5,0.92137,191.1
   7:21:00,1,0.959152,120.2
   7:21:00,1,1.25547,68.2
   7:21:00,0.6,1.20874,64.61
   7:21:00,2,1.29336,2.7
   7:21:00,1.5,1.21028,42.31
   7:21:00,1.5,1.1984,161.61
   7:21:00,2,1.0758,87.7
   7:21:00,2,1.13868,22.2
   7:21:00,0.6,1.06039,22
   7:21:00,0.6,1.17562447,21.4
   7:21:00,0.6,1.17562447,74.3
   7:21:00,0.5,1.17562447,79.6
   7:21:00,2.5,1.07913,55.5
   7:21:00,1.8,1.02341,73.2
   7:21:00,0.6,1.01738,52.9
   7:21:00,1,0.967909,162.81
   7:21:00,2,0.969628,31.1
   7:21:00,2,0.965767,33.1
   7:21:00,1,0.903416,97.6
   7:21:00,1.5,0.893852,18.2
   7:21:00,1,0.827341,17.2
   7:21:00,1.8,1.16164,127.2
   7:21:00,3.6,1.16225,69.2
   7:21:00,1.5,1.14756,67.7
   7:21:00,2,1.08217,40.4
   7:21:00,1,1.18596,39.4
   7:22:00,2,1.17718,72.4
   7:22:00,1.5,1.17987,64.1
   7:22:00,2.5,1.07989,19.5
   7:22:00,1.5,1.08197,76.46
   7:22:00,1,1.17562447,75.46
   7:22:00,2.5,1.17562447,99.3
   7:22:00,0.6,1.17562447,98.7
   7:22:00,1,1.36388,115.8
   7:22:00,2,1.17562447,113.8
   7:22:00,0.6,1.17562447,113.2
   7:22:00,1.5,1.17562447,27.4
   7:22:00,1,1.17562447,26.4
   7:22:00,1.6,0.965859,50.6
   7:22:00,1.2,0.953469,56.4
   7:22:00,1,1.17562447,360.6
   7:22:00,3,1.17562447,41.9
   7:22:00,2.1,1.17562447,76
   7:22:00,0.6,1.17562447,119.6
   7:22:00,1.8,1.17562447,57.7
   7:22:00,1.2,1.17562447,92.85
   7:22:00,3.5,1.17562447,79.7
   7:22:00,1.5,1.17562447,206.2
   7:22:00,2,1.17562447,65.8
   7:22:00,1,1.17562447,90.5
   7:22:00,5.5,1.18189,38.8
   7:22:00,2.1,1.16208,186.04
   7:22:00,1,1.08052,51.9
   7:22:00,3.5,1.10227,78.5
   7:22:00,5.5,1.14453,93.6
   7:22:00,1.2,1.20305,160.41
   7:22:00,1.2,1.16055,161.61
   7:22:00,1,1.19017,8.8
   7:22:00,2,1.25209,55.5
   7:22:00,5.5,1.25083,60.2
   7:22:00,2.2,1.18532,32.6
   7:22:00,1,1.20916,13.9
   7:22:00,1.2,1.17562447,96.4
   7:22:00,1,1.17562447,56.9
   7:22:00,2.1,1.17562447,57.9
   7:22:00,1.5,1.17562447,92.9
   7:22:00,3,1.17562447,105.81
   7:22:00,1.2,1.17562447,103.9
   7:22:00,2,1.20683,172.1
   7:22:00,3.6,1.15478,145.6
   7:22:00,0.6,1.19234,27.7
   7:22:00,1.6,1.18132,89.9
   7:22:00,2,1.12844,111.8
   7:22:00,1.2,1.17562447,110.6
   7:22:00,3,1.05948,91.8
   7:22:00,2.5,0.973015,58.4
   7:23:00,1.2,0.83903,156
   7:23:00,0.6,0.795684,155.4
   7:23:00,2.4,1.17562447,210.46
   7:23:00,1.5,1.17562447,208.96
   7:23:00,1,1.17562447,55.4
   7:23:00,1,1.17562447,138.46
   7:23:00,1.2,1.17562447,137.26
   7:23:00,0.6,1.24672,360
   7:23:00,2,1.30816,13.26
   7:23:00,0.6,1.34727,87.2
   7:23:00,1.2,1.40314,87.8
   7:23:00,3.5,1.24685,87.94
   7:23:00,1,1.17562447,25.56
   7:23:00,0.6,1.17562447,24.96
   7:23:00,2,1.17562447,189.1
   7:23:00,3,1.17562447,86.5
   7:23:00,1,1.17562447,39.1
   7:23:00,1,1.17562447,38.1
   7:23:00,1.2,1.17562447,40.1
   7:23:00,4.1,1.17562447,61.7
   7:23:00,1.5,1.17562447,60.2
   7:23:00,4.1,1.17562447,58.2
   7:23:00,3,1.17562447,55.2
   7:23:00,2.1,1.17562447,204.1
   7:23:00,1.4,1.17562447,202.7
   7:23:00,2,1.18608,5.7
   7:23:00,1.2,1.17781,11.1
   7:23:00,1.2,1.19735,89.3
   7:23:00,3.5,1.17326,59.8
   7:23:00,2.5,1.49961,68.8
   7:23:00,4,1.44332,19.5
   7:23:00,2.5,1.47552,69.18
   7:23:00,2,1.45258,19.4
   7:23:00,2,1.42081,17.4
   7:23:00,1.5,1.17562447,170.5
   7:23:00,1.5,1.17562447,169
   7:23:00,1.5,1.17562447,160.9
   7:23:00,2.5,1.29717,162.4
   7:23:00,2.5,1.23022,66.3
   7:23:00,2,1.23982,17.9
   7:23:00,1,1.17667,9.8
   7:23:00,1,1.17562447,104.4
   7:23:00,2,1.03346,43.2
   7:23:00,2,1.00835,78.95
   7:23:00,2.5,1.17562447,80.3
   7:23:00,1,1.17562447,107.56
   7:23:00,1.5,0.979502,77
   7:23:00,2.4,0.889172,158.01
   7:23:00,10.5,0.915582,38.1
   7:23:00,2.7,0.860822,64.6
   7:23:00,0.6,1.17562447,64
   7:23:00,2,1.17562447,193.9
   7:23:00,6,1.30801,40.8
   7:23:00,3,1.27867,28.1
   7:23:00,4.8,1.25863,27.8
   7:23:00,1,1.20144,26.8
   7:23:00,1.2,1.28296,91.7
   7:23:00,3.5,1.1299,57.4
   7:23:00,1,1.17562447,0
   7:23:00,1,1.17764,1
   7:23:00,4.1,1.04983,33.01
   7:23:00,1.2,1.16986,39.4
   7:23:00,0.6,1.1871,171.5
   7:23:00,1.5,1.20743,90.3
   7:23:00,1,1.17567,26.7
   7:23:00,2.6,1.17562447,24.1
   7:23:00,1,1.28381,88.9
   7:23:00,0.6,1.12485,88.3
   7:23:00,2,1.17562447,236.95
   7:23:00,2,1.17562447,118.6
   7:23:00,0.6,1.17562447,64.4
   7:24:00,1.2,1.17562447,18.5
   7:24:00,1.2,1.17562447,71.4
   7:24:00,2,1.17562447,81.56
   7:24:00,0.6,1.17562447,80.96
   7:24:00,1.2,1.17562447,45.4
   7:24:00,2,1.17562447,51.2
   7:24:00,1.5,1.17562447,23.46
   7:24:00,1.8,1.17562447,24
   7:24:00,1.5,1.17562447,22.5
   7:24:00,0.6,1.24002,24.4
   7:24:00,0.6,1.17562447,25
   7:24:00,2.5,1.17562447,25.6
   7:24:00,1,1.17562447,201.7
   7:24:00,2,1.17562447,21.5
   7:24:00,1.5,1.17562447,177.9
   7:24:00,1.5,1.17562447,9.6
   7:24:00,1.5,1.17562447,187.24
   7:24:00,1.2,1.17562447,20.05
   7:24:00,2,1.17562447,80.2
   7:24:00,1.5,1.17562447,16.4
   7:24:00,3.5,1.17562447,74.9
   7:24:00,3.5,1.17562447,100.9
   7:24:00,2.5,1.17562447,15
   7:24:00,0.6,1.25035,14.4
   7:24:00,2,1.1937,203.7
   7:24:00,1,1.21894,202.7
   7:24:00,0.6,1.24173,78.35
   7:24:00,2,1.23988,33.6
   7:24:00,0.6,1.17562447,33
   7:24:00,2.5,1.77617,39.2
   7:24:00,0.6,1.17562447,13.3
   7:24:00,2.5,1.17562447,91
   7:24:00,1,1.17562447,90
   7:24:00,6,1.17562447,60.8
   7:24:00,5,1.17562447,28.01
   7:24:00,1.5,1.17562447,37.9
   7:24:00,2.4,1.17562447,7.2
   7:24:00,2.7,1.17562447,4.5
   7:24:00,2,1.17562447,2.5
   7:24:00,5.5,1.17562447,57.6
   7:24:00,1,1.17562447,170.5
   7:24:00,1.2,1.15914,44.1
   7:24:00,1.5,1.17562447,74.6
   7:24:00,1.6,1.17562447,73
